baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_ensembl,gene
35.5483912549197,2.22655002982363,0.471973913924682,4.71752773645653,2.38727862514659e-06,0.000202673134478873,RBM15_ENSG00000162775,RBM15
37.3782103409948,2.88411296112525,0.612608898717509,4.70791881600661,2.50258726312668e-06,0.000211255335047007,LIN7C_ENSG00000148943,LIN7C
31.9421318666073,2.92785876694544,0.622281364702029,4.70504008801132,2.53816075039718e-06,0.000211850866677814,CCP110_ENSG00000103540,CCP110
16.2103850403751,4.28467657304502,0.910473491830837,4.70598717204729,2.52640405048137e-06,0.000211850866677814,RFK_ENSG00000135002,RFK
18.5797983878347,4.02725896209623,0.857100801013886,4.69869933306828,2.61823569589408e-06,0.00021558630991307,ZC3H8_ENSG00000144161,ZC3H8
71.7158749644317,3.177119605255,0.676262078599666,4.69805968099506,2.62644693371916e-06,0.00021558630991307,ZFYVE28_ENSG00000159733,ZFYVE28
189.273049216451,2.74762043245876,0.584754694880787,4.69875737041993,2.61749188863277e-06,0.00021558630991307,ATP6AP2_ENSG00000182220,ATP6AP2
143.117384845947,-3.90955055027376,0.833607722650444,-4.68991642477039,2.73316660777252e-06,0.000219495439414467,NOP2_ENSG00000111641,NOP2
57.6644090450157,-3.95346991317502,0.842903519656162,-4.69029944825444,2.72805505038669e-06,0.000219495439414467,TUT1_ENSG00000149016,TUT1
179.639516863351,3.38429132628443,0.721216722094061,4.6924748450897,2.69919732401815e-06,0.000219495439414467,ZDHHC7_ENSG00000153786,ZDHHC7
